# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
255470	Dehalococcoides mccartyi CBDB1	no rank	root,cellular organisms,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi,Dehalococcoides mccartyi CBDB1	1,131567,2,200795,301297,1202465,1202464,61434,61435,255470
722419	Pseudoalteromonas haloplanktis ANT/505	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas haloplanktis,Pseudoalteromonas haloplanktis ANT/505	1,131567,2,1224,1236,135622,267888,53246,228,722419
640510	Burkholderia sp. CCGE1001	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1001	1,131567,2,1224,28216,80840,119060,32008,640510
9813	Procavia capensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Afrotheria,Hyracoidea,Procaviidae,Procavia,Procavia capensis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,311790,9810,9811,9812,9813
640512	Burkholderia sp. CCGE1003	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1003	1,131567,2,1224,28216,80840,119060,32008,640512
640513	Enterobacter asburiae LF7a	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,Enterobacter asburiae,Enterobacter asburiae LF7a	1,131567,2,1224,1236,91347,543,547,354276,61645,640513
443906	Clavibacter michiganensis subsp. michiganensis NCPPB 382	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Microbacteriaceae,Clavibacter,Clavibacter michiganensis,Clavibacter michiganensis subsp. michiganensis,Clavibacter michiganensis subsp. michiganensis NCPPB 382	1,131567,2,201174,1760,85003,2037,85006,85023,1573,28447,33013,443906
314283	Reinekea blandensis MED297	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,Reinekea,Reinekea blandensis,Reinekea blandensis MED297	1,131567,2,1224,1236,118884,230494,374838,314283
722438	Mycoplasma pneumoniae FH	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,Mycoplasma pneumoniae FH	1,131567,2,544448,31969,2085,2092,2093,2104,722438
9739	Tursiops truncatus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Cetartiodactyla,Cetacea,Odontoceti,Delphinidae,Tursiops,Tursiops truncatus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,9721,9722,9726,9738,9739
632335	Caldicellulosiruptor kristjanssonii I77R1B	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor kristjanssonii,Caldicellulosiruptor kristjanssonii I77R1B	1,131567,2,1239,186801,68295,543371,44000,52765,632335
411154	Gramella forsetii KT0803	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella forsetii,Gramella forsetii KT0803	1,131567,2,68336,976,117743,200644,49546,292691,411153,411154
99883	Tetraodon nigroviridis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata,Acanthomorphata,Euacanthomorphacea,Percomorphaceae,Eupercaria,Tetraodontiformes,Tetraodontoidei,Tetradontoidea,Tetraodontidae,Tetraodon,Tetraodon nigroviridis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489922,31022,31028,32517,31031,47144,99883
1082931	Pelagibacterium halotolerans B2	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium,Pelagibacterium halotolerans,Pelagibacterium halotolerans B2	1,131567,2,1224,28211,356,45401,1082930,531813,1082931
648757	Rhodomicrobium vannielii ATCC 17100	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,Rhodomicrobium vannielii ATCC 17100	1,131567,2,1224,28211,356,45401,1068,1069,648757
50743	unidentified eubacterium SCB49	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,environmental samples,unidentified eubacterium SCB49	1,131567,2,68336,976,50742,50743
9785	Loxodonta africana	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Afrotheria,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,311790,9779,9780,9784,9785
525919	Anaerococcus prevotii DSM 20548	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Anaerococcus prevotii DSM 20548	1,131567,2,1239,186801,186802,1570339,165779,33034,525919
1035189	Streptococcus infantis SK970	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis SK970	1,131567,2,1239,91061,186826,1300,1301,68892,1035189
997346	Desmospora sp. 8437	species	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Desmospora,Desmospora sp. 8437	1,131567,2,1239,91061,1385,186824,500614,997346
9796	Equus caballus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Perissodactyla,Equidae,Equus,Equus,Equus caballus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9787,9788,9789,35510,9796
198214	Shigella flexneri 2a str. 301	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri,Shigella flexneri 2a,Shigella flexneri 2a str. 301	1,131567,2,1224,1236,91347,543,620,623,42897,198214
525897	Desulfomicrobium baculatum DSM 4028	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium baculatum,Desulfomicrobium baculatum DSM 4028	1,131567,2,1224,68525,28221,213115,213116,898,899,525897
525898	Sulfurospirillum deleyianum DSM 6946	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum deleyianum,Sulfurospirillum deleyianum DSM 6946	1,131567,2,1224,68525,29547,213849,72294,57665,65553,525898
1033806	Halorhabdus tiamatea SARL4B	no rank	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorhabdus,Halorhabdus tiamatea,Halorhabdus tiamatea SARL4B	1,131567,2157,28890,183963,2235,2236,146825,430914,1033806
525903	Thermanaerovibrio acidaminovorans DSM 6589	no rank	root,cellular organisms,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,Thermanaerovibrio acidaminovorans,Thermanaerovibrio acidaminovorans DSM 6589	1,131567,2,508458,649775,649776,649777,81461,81462,525903
525904	Thermobaculum terrenum ATCC BAA-798	no rank	root,cellular organisms,Bacteria,unclassified Bacteria,Thermobaculum,Thermobaculum terrenum,Thermobaculum terrenum ATCC BAA-798	1,131567,2,2323,262406,166501,525904
1033810	Haloplasma contractile SSD-17B	no rank	root,cellular organisms,Bacteria,unclassified Bacteria,Haloplasmatales,Haloplasmataceae,Haloplasma,Haloplasma contractile,Haloplasma contractile SSD-17B	1,131567,2,2323,471822,471823,471824,471825,1033810
525909	Acidimicrobium ferrooxidans DSM 10331	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobineae,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium ferrooxidans,Acidimicrobium ferrooxidans DSM 10331	1,131567,2,201174,1760,84992,84993,255726,84994,53634,53635,525909
517722	Citromicrobium sp. JLT1363	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,Citromicrobium sp. JLT1363	1,131567,2,1224,28211,204457,41297,72173,517722
9823	Sus scrofa	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Cetartiodactyla,Suina,Suidae,Sus,Sus scrofa	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,35497,9821,9822,9823
886377	Muricauda ruestringensis DSM 13258	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda ruestringensis,Muricauda ruestringensis DSM 13258	1,131567,2,68336,976,117743,200644,49546,111500,111501,886377
1033837	Lactobacillus kefiranofaciens ZW3	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kefiranofaciens,Lactobacillus kefiranofaciens ZW3	1,131567,2,1239,91061,186826,33958,1578,267818,1033837
435832	Neisseria mucosa C102	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa,Neisseria mucosa C102	1,131567,2,1224,28216,206351,481,482,488,435832
435837	Staphylococcus hominis subsp. hominis C80	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,Staphylococcus hominis subsp. hominis,Staphylococcus hominis subsp. hominis C80	1,131567,2,1239,91061,1385,90964,1279,1290,145391,435837
435838	Staphylococcus capitis C87	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis,Staphylococcus capitis C87	1,131567,2,1239,91061,1385,90964,1279,29388,435838
435842	Streptococcus sp. C150	species	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. C150	1,131567,2,1239,91061,186826,1300,1301,435842
1051632	Sulfobacillus acidophilus TPY	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales incertae sedis,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Sulfobacillus acidophilus,Sulfobacillus acidophilus TPY	1,131567,2,1239,186801,186802,538999,539000,28033,53633,1051632
550540	Ferrimonas balearica DSM 9799	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas balearica,Ferrimonas balearica DSM 9799	1,131567,2,1224,1236,135622,267892,44011,44012,550540
296591	Polaromonas sp. JS666	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp. JS666	1,131567,2,1224,28216,80840,80864,52972,296591
706194	Candidatus Sulcia muelleri CARI	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,unclassified Flavobacteriales,Candidatus Sulcia,Candidatus Sulcia muelleri,Candidatus Sulcia muelleri CARI	1,131567,2,68336,976,117743,200644,313602,336809,336810,706194
214684	Cryptococcus neoformans var. neoformans JEC21	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Tremellaceae,Filobasidiella,Filobasidiella/Cryptococcus neoformans species complex,Cryptococcus neoformans,Cryptococcus neoformans var. neoformans,Cryptococcus neoformans var. neoformans JEC21	1,131567,2759,33154,4751,451864,5204,5302,155616,5234,5215,5206,552466,5207,40410,214684
222891	Neorickettsia sennetsu str. Miyayama	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia sennetsu,Neorickettsia sennetsu str. Miyayama	1,131567,2,1224,28211,766,942,33993,951,222891
583345	Methylotenera mobilis JLW8	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera mobilis,Methylotenera mobilis JLW8	1,131567,2,1224,28216,206350,32011,359407,359408,583345
370354	Entamoeba dispar SAW760	no rank	root,cellular organisms,Eukaryota,Amoebozoa,Archamoebae,Entamoebidae,Entamoeba,Entamoeba dispar,Entamoeba dispar SAW760	1,131567,2759,554915,555406,33084,5758,46681,370354
9913	Bos taurus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Cetartiodactyla,Ruminantia,Pecora,Bovidae,Bovinae,Bos,Bos taurus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,9845,35500,9895,27592,9903,9913
583355	Coraliomargarita akajimensis DSM 45221	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita akajimensis,Coraliomargarita akajimensis DSM 45221	1,131567,2,51290,74201,414999,415001,415002,442430,395922,583355
583356	Ignisphaera aggregans DSM 17230	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignisphaera,Ignisphaera aggregans,Ignisphaera aggregans DSM 17230	1,131567,2157,28889,183924,114380,2272,334767,334771,583356
1032480	Microlunatus phosphovorus NM-1	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus,Microlunatus phosphovorus NM-1	1,131567,2,201174,1760,85003,2037,85009,31957,29404,29405,1032480
911045	Pseudovibrio sp. FO-BEG1	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudovibrio,Pseudovibrio sp. FO-BEG1	1,131567,2,1224,28211,204455,31989,258255,911045
632518	Caldicellulosiruptor owensensis OL	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor owensensis,Caldicellulosiruptor owensensis OL	1,131567,2,1239,186801,68295,543371,44000,55205,632518
1074889	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium sp. (Mastotermes darwiniensis),Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	1,131567,2,68336,976,117743,200644,39782,34098,39768,1074889
222929	Coccidioides posadasii C735 delta SOWgp	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Onygenales,mitosporic Onygenales,Coccidioides,Coccidioides posadasii,Coccidioides posadasii C735 delta SOWgp	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,34383,5500,199306,222929
1009370	Acetonema longum DSM 6540	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Acetonema,Acetonema longum,Acetonema longum DSM 6540	1,131567,2,1239,909932,909929,31977,2373,2374,1009370
501479	Citreicella sp. SE45	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella sp. SE45	1,131567,2,1224,28211,204455,31989,282682,501479
1042156	Clostridium sp. SY8519	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. SY8519	1,131567,2,1239,186801,186802,31979,1485,1042156
190192	Methanopyrus kandleri AV19	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,Methanopyrus kandleri AV19	1,131567,2157,28890,183988,68985,183713,2319,2320,190192
1042163	Brevibacillus laterosporus LMG 15441	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus laterosporus,Brevibacillus laterosporus LMG 15441	1,131567,2,1239,91061,1385,186822,55080,1465,1042163
444157	Pyrobaculum neutrophilum V24Sta	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum neutrophilum,Pyrobaculum neutrophilum V24Sta	1,131567,2157,28889,183924,2266,2267,2276,70771,444157
444158	Methanococcus maripaludis C6	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Methanococcus maripaludis C6	1,131567,2157,28890,183939,2182,2183,2184,39152,444158
911104	Weissella cibaria KACC 11862	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella cibaria,Weissella cibaria KACC 11862	1,131567,2,1239,91061,186826,81850,46255,137591,911104
9986	Oryctolagus cuniculus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,314147,9975,9979,9984,9986
370438	Pelotomaculum thermopropionicum SI	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,Pelotomaculum thermopropionicum,Pelotomaculum thermopropionicum SI	1,131567,2,1239,186801,186802,186807,191373,110500,370438
395019	Burkholderia multivorans ATCC 17616	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia multivorans,Burkholderia multivorans ATCC 17616	1,131567,2,1224,28216,80840,119060,32008,87882,87883,395019
