#species name	tax id	core/periphery/adherent	source	source version
Citreicella sp. SE45	501479	core	Refseq	not available
Haliangium ochraceum DSM 14365	502025	core	Refseq	not available
Escherichia albertii TW07627	502347	core	Refseq	not available
Eggerthella sp. YY7918	502558	periphery	Refseq	not available
Paracoccidioides sp. lutzii Pb01	502779	core	Refseq	fungi
Spirosoma linguale DSM 74	504472	core	Refseq	not available
Corynebacterium urealyticum DSM 7109	504474	periphery	Refseq	not available
Meiothermus ruber DSM 1279	504728	core	Refseq	not available
Oligotropha carboxidovorans OM5	504832	core	Refseq	not available
Rheinheimera sp. A13L	506534	core	Refseq	not available
Caulobacter segnis ATCC 21756	509190	periphery	Refseq	not available
Acetivibrio cellulolyticus CD2	509191	core	Refseq	not available
Oceanimonas sp. GK1	511062	core	Refseq	not available
Escherichia coli str. K-12 substr. MG1655	511145	core	Refseq	not available
Lactobacillus buchneri NRRL B-30929	511437	periphery	Refseq	not available
Butyrivibrio crossotus DSM 2876	511680	periphery	Refseq	not available
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	511995	core	Refseq	not available
Mycoplasma crocodyli MP145	512564	periphery	Refseq	not available
Arthrospira maxima CS-328	513049	core	Refseq	not available
Candidatus Riesia pediculicola USDA	515618	core	Refseq	not available
Eubacterium eligens ATCC 27750	515620	core	Refseq	not available
Butyrivibrio proteoclasticus B316	515622	core	Refseq	not available
Dictyoglomus turgidum DSM 6724	515635	core	Refseq	not available
Podospora anserina S mat	515849	core	Refseq	fungi
Chlorobaculum parvum NCIB 8327	517417	periphery	Refseq	not available
Chloroherpeton thalassium ATCC 35110	517418	core	Refseq	not available
Pantoea sp. aB	517433	periphery	Refseq	not available
Citromicrobium sp. JLT1363	517722	periphery	Refseq	not available
Bifidobacterium angulatum DSM 20098 = JCM 7096	518635	periphery	Refseq	not available
Eubacterium biforme DSM 3989	518637	periphery	Refseq	not available
Rhodothermus marinus DSM 4252	518766	core	Refseq	not available
Streptobacillus moniliformis DSM 12112	519441	core	Refseq	not available
Halorhabdus utahensis DSM 12940	519442	core	Refseq	not available
Providencia alcalifaciens DSM 30120	520999	periphery	Refseq	not available
Providencia rettgeri DSM 1131	521000	periphery	Refseq	not available
Collinsella intestinalis DSM 13280	521003	core	Refseq	not available
Borrelia bissettii DN127	521010	periphery	Refseq	not available
Methanosphaerula palustris E1-9c	521011	core	Refseq	not available
Kosmotoga olearia TBF 19.5.1	521045	core	Refseq	not available
Atopobium parvulum DSM 20469	521095	periphery	Refseq	not available
Tsukamurella paurometabola DSM 20162	521096	core	Refseq	not available
Capnocytophaga ochracea DSM 7271	521097	periphery	Refseq	not available
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	521098	core	Refseq	not available
Caldicellulosiruptor bescii DSM 6725	521460	core	Refseq	not available
Planctomyces limnophilus DSM 3776	521674	core	Refseq	not available
Candidatus Accumulibacter phosphatis clade IIA str. UW-1	522306	core	Refseq	not available
Stenotrophomonas maltophilia K279a	522373	core	Refseq	not available
Denitrovibrio acetiphilus DSM 12809	522772	core	Refseq	not available
Kangiella koreensis DSM 16069	523791	core	Refseq	not available
Leptotrichia buccalis C-1013-b	523794	core	Refseq	not available
Methanothermus fervidus DSM 2088	523846	core	Refseq	not available
Thermococcus onnurineus NA1	523850	core	Refseq	not available
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	525146	periphery	Refseq	not available
Acinetobacter sp. ATCC 27244	525244	periphery	Refseq	not available
Actinomyces coleocanis DSM 15436	525245	periphery	Refseq	not available
Actinomyces urogenitalis DSM 15434	525246	periphery	Refseq	not available
Anaerococcus lactolyticus ATCC 51172	525254	periphery	Refseq	not available
Anaerococcus tetradius ATCC 35098	525255	periphery	Refseq	not available
Atopobium vaginae DSM 15829	525256	periphery	Refseq	not available
Chryseobacterium gleum ATCC 35910	525257	core	Refseq	not available
Corynebacterium accolens ATCC 49725	525260	periphery	Refseq	not available
Corynebacterium lipophiloflavum DSM 44291	525263	periphery	Refseq	not available
Corynebacterium pseudogenitalium ATCC 33035	525264	periphery	Refseq	not available
Corynebacterium striatum ATCC 6940	525268	periphery	Refseq	not available
Finegoldia magna ATCC 53516	525282	periphery	Refseq	not available
Lactobacillus antri DSM 16041	525309	periphery	Refseq	not available
Lactobacillus buchneri ATCC 11577	525318	periphery	Refseq	not available
Lactobacillus ultunensis DSM 16047	525365	periphery	Refseq	not available
Lactobacillus vaginalis ATCC 49540	525366	periphery	Refseq	not available
Listeria grayi DSM 20601	525367	periphery	Refseq	not available
Sphingobacterium spiritivorum ATCC 33861	525373	periphery	Refseq	not available
Staphylococcus epidermidis M23864:W1	525378	periphery	Refseq	not available
Streptococcus equinus ATCC 9812	525379	periphery	Refseq	not available
Desulfomicrobium baculatum DSM 4028	525897	core	Refseq	not available
Sulfurospirillum deleyianum DSM 6946	525898	core	Refseq	not available
Thermanaerovibrio acidaminovorans DSM 6589	525903	core	Refseq	not available
Thermobaculum terrenum ATCC BAA-798	525904	core	Refseq	not available
Acidimicrobium ferrooxidans DSM 10331	525909	core	Refseq	not available
Anaerococcus prevotii DSM 20548	525919	periphery	Refseq	not available
Sebaldella termitidis ATCC 33386	526218	core	Refseq	not available
Verticillium albo atrum VaMs.102	526221	periphery	Refseq	fungi
Desulfovibrio salexigens DSM 2638	526222	periphery	Refseq	not available
Brachyspira murdochii DSM 12563	526224	periphery	Refseq	not available
Geodermatophilus obscurus DSM 43160	526225	core	Refseq	not available
Gordonia bronchialis DSM 43247	526226	periphery	Refseq	not available
Meiothermus silvanus DSM 9946	526227	periphery	Refseq	not available
Bacillus cereus Rock4-18	526988	periphery	Refseq	not available
Neisseria gonorrhoeae MS11	528354	periphery	Refseq	not available
Neisseria gonorrhoeae PID24-1	528357	periphery	Refseq	not available
Proteus mirabilis HI4320	529507	core	Refseq	not available
Pyrococcus yayanosii CH1	529709	periphery	Refseq	not available
Pirellula staleyi DSM 6068	530564	core	Refseq	not available
Flavobacteriaceae bacterium 3519-10	531844	periphery	Refseq	not available
Cylindrospermopsis raciborskii CS-505	533240	core	Refseq	not available
Raphidiopsis brookii D9	533247	core	Refseq	not available
Acidovorax ebreus TPSY	535289	periphery	Refseq	not available
Arthroderma gypseum CBS 118893	535722	core	Refseq	fungi
Mesorhizobium opportunistum WSM2075	536019	periphery	Refseq	not available
Clostridium carboxidivorans P7	536227	periphery	Refseq	not available
Clostridium botulinum E1 str. 'BoNT E Beluga'	536233	periphery	Refseq	not available
Blautia hansenii DSM 20583	537007	core	Refseq	not available
Prevotella copri DSM 18205	537011	periphery	Refseq	not available
Clostridium methylpentosum DSM 5476	537013	periphery	Refseq	not available
Candidatus Liberibacter asiaticus str. psy62	537021	core	Refseq	not available
Helicobacter canadensis MIT 98-5491	537970	periphery	Refseq	not available
Helicobacter cinaedi CCUG 18818	537971	periphery	Refseq	not available
Helicobacter pullorum MIT 98-5489	537972	periphery	Refseq	not available
Haloterrigena turkmenica DSM 5511	543526	core	Refseq	not available
Variovorax paradoxus S110	543728	periphery	Refseq	not available
Lactobacillus casei BL23	543734	periphery	Refseq	not available
Bacillus megaterium QM B1551	545693	periphery	Refseq	not available
Treponema primitia ZAS-2	545694	periphery	Refseq	not available
Treponema azotonutricium ZAS-9	545695	periphery	Refseq	not available
Holdemania filiformis DSM 12042	545696	core	Refseq	not available
Neisseria cinerea ATCC 14685	546262	periphery	Refseq	not available
Neisseria elongata subsp. glycolytica ATCC 29315	546263	periphery	Refseq	not available
Neisseria flavescens NRL30031/H210	546264	periphery	Refseq	not available
Neisseria mucosa ATCC 25996	546266	periphery	Refseq	not available
Neisseria polysaccharea ATCC 43768	546267	periphery	Refseq	not available
Neisseria subflava NJ9703	546268	periphery	Refseq	not available
Filifactor alocis ATCC 35896	546269	core	Refseq	not available
Gemella haemolysans ATCC 10379	546270	periphery	Refseq	not available
Selenomonas sputigena ATCC 35185	546271	periphery	Refseq	not available
Veillonella dispar ATCC 17748	546273	periphery	Refseq	not available
Eikenella corrodens ATCC 23834	546274	core	Refseq	not available
Fusobacterium periodonticum ATCC 33693	546275	periphery	Refseq	not available
Deinococcus deserti VCD115	546414	periphery	Refseq	not available
Bacteroides coprophilus DSM 18228	547042	periphery	Refseq	not available
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200	547043	periphery	Refseq	not available
Neisseria sicca ATCC 29256	547045	periphery	Refseq	not available
Methanohalophilus mahii DSM 5219	547558	core	Refseq	not available
Natrialba magadii ATCC 43099	547559	core	Refseq	not available
Corynebacterium aurimucosum ATCC 700975	548476	periphery	Refseq	not available
Corynebacterium glucuronolyticum ATCC 51867	548477	core	Refseq	not available
Ferrimonas balearica DSM 9799	550540	core	Refseq	not available
'Nostoc azollae' 0708	551115	core	Refseq	not available
Erysipelotrichaceae bacterium 5_2_54FAA	552396	periphery	Refseq	not available
Ruminococcaceae bacterium D16	552398	periphery	Refseq	not available
Bifidobacterium animalis subsp. lactis BB-12	552531	periphery	Refseq	not available
Dehalogenimonas lykanthroporepellens BL-DC-9	552811	core	Refseq	not available
Prevotella bivia JCVIHMP010	553171	periphery	Refseq	not available
Prevotella melaninogenica ATCC 25845	553174	periphery	Refseq	not available
Porphyromonas endodontalis ATCC 35406	553175	periphery	Refseq	not available
Capnocytophaga sputigena ATCC 33612	553177	periphery	Refseq	not available
Capnocytophaga gingivalis ATCC 33624	553178	periphery	Refseq	not available
Atopobium rimae ATCC 49626	553184	periphery	Refseq	not available
Gardnerella vaginalis 409-05	553190	core	Refseq	not available
Corynebacterium amycolatum SK46	553204	periphery	Refseq	not available
Corynebacterium matruchotii ATCC 14266	553207	periphery	Refseq	not available
Enhydrobacter aerosaccus SK60	553217	core	Refseq	not available
Campylobacter rectus RM3267	553218	periphery	Refseq	not available
Campylobacter showae RM3277	553219	periphery	Refseq	not available
Campylobacter gracilis RM3268	553220	periphery	Refseq	not available
Photorhabdus asymbiotica subsp. asymbiotica ATCC 43949	553480	periphery	Refseq	not available
Clostridium hylemonae DSM 15053	553973	periphery	Refseq	not available
Arthroderma otae CBS 113480	554155	periphery	Refseq	fungi
Thermosediminibacter oceani DSM 16646	555079	core	Refseq	not available
Dethiobacter alkaliphilus AHT 1	555088	core	Refseq	not available
Zymomonas mobilis subsp. mobilis ATCC 10988	555217	core	Refseq	not available
Halothiobacillus neapolitanus c2	555778	core	Refseq	not available
Desulfonatronospira thiodismutans ASO3-1	555779	core	Refseq	not available
Clostridium sp. D5	556261	periphery	Refseq	not available
Fusobacterium sp. D12	556263	core	Refseq	not available
Helicobacter winghamensis ATCC BAA-430	556267	periphery	Refseq	not available
Oxalobacter formigenes HOxBLS	556268	periphery	Refseq	not available
Oxalobacter formigenes OXCC13	556269	core	Refseq	not available
Laribacter hongkongensis HLHK9	557598	core	Refseq	not available
Mycobacterium kansasii ATCC 12478	557599	periphery	Refseq	not available
Haemophilus parasuis SH0165	557723	periphery	Refseq	not available
Ajellomyces dermatitidis SLH14081	559298	core	Refseq	fungi
Trichophyton rubrum CBS 118892	559305	core	Refseq	fungi
Mycobacterium abscessus ATCC 19977	561007	periphery	Refseq	not available
Anaerococcus hydrogenalis DSM 7454	561177	periphery	Refseq	not available
Bifidobacterium gallicum DSM 20093	561180	periphery	Refseq	not available
Dickeya zeae Ech1591	561229	periphery	Refseq	not available
Pectobacterium carotovorum subsp. carotovorum PC1	561230	periphery	Refseq	not available
Pectobacterium wasabiae WPP163	561231	periphery	Refseq	not available
Kyrpidia tusciae DSM 2912	562970	core	Refseq	not available
Gemella haemolysans M341	562981	periphery	Refseq	not available
Gemella morbillorum M424	562982	periphery	Refseq	not available
Gemella sanguinis M325	562983	core	Refseq	not available
Prevotella oris C735	563008	periphery	Refseq	not available
Streptococcus sp. M143	563037	periphery	Refseq	not available
Streptococcus sp. M334	563038	periphery	Refseq	not available
Sulfurimonas autotrophica DSM 16294	563040	periphery	Refseq	not available
Bilophila wadsworthia 3_1_6	563192	core	Refseq	not available
Brachyspira hyodysenteriae WA1	565034	core	Refseq	not available
gamma proteobacterium NOR51-B	565045	periphery	Refseq	not available
Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575	periphery	Refseq	not available
Enterococcus gallinarum EG2	565653	periphery	Refseq	not available
Enterococcus casseliflavus EC20	565655	periphery	Refseq	not available
Enterococcus faecium C68	565664	periphery	Refseq	not available
Streptomyces ghanaensis ATCC 14672	566461	periphery	Refseq	not available
gamma proteobacterium NOR5-3	566466	periphery	Refseq	not available
Lactobacillus rhamnosus GG	568703	periphery	Refseq	not available
Acidaminococcus intestini RyC-MR95	568816	core	Refseq	not available
Serratia symbiotica str. 'Cinara cedri'	568817	periphery	Refseq	not available
Wolbachia endosymbiont of Culex quinquefasciatus Pel	570417	periphery	Refseq	not available
Mycoplasma conjunctivae HRC/581	572263	periphery	Refseq	not available
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	572265	core	Refseq	not available
Neospora caninum Liverpool	572307	periphery	Refseq	protozoa
Allochromatium vinosum DSM 180	572477	core	Refseq	not available
Vulcanisaeta distributa DSM 14429	572478	core	Refseq	not available
Halanaerobium praevalens DSM 2228	572479	core	Refseq	not available
Arcobacter nitrofigilis DSM 7299	572480	periphery	Refseq	not available
Ilyobacter polytropus DSM 2926	572544	core	Refseq	not available
Archaeoglobus profundus DSM 5631	572546	core	Refseq	not available
Aminobacterium colombiense DSM 12261	572547	core	Refseq	not available
Clostridium cellulovorans 743B	573061	periphery	Refseq	not available
Methanocaldococcus infernus ME	573063	periphery	Refseq	not available
Methanocaldococcus fervens AG86	573064	core	Refseq	not available
Asticcacaulis excentricus CB 48	573065	core	Refseq	not available
Candidatus Hodgkinia cicadicola Dsem	573234	core	Refseq	not available
Desulfovibrio magneticus RS-1	573370	core	Refseq	not available
Spirochaeta smaragdinae DSM 11293	573413	core	Refseq	not available
Francisella sp. TX077308	573569	periphery	Refseq	not available
Myceliophthora thermophila ATCC 42464	573729	periphery	Refseq	fungi
Candida dubliniensis CD36	573826	periphery	Refseq	fungi
Acetohalobium arabaticum DSM 5501	574087	core	Refseq	not available
Anaplasma centrale str. Israel	574556	periphery	Refseq	not available
Isosphaera pallida ATCC 43644	575540	core	Refseq	not available
Acinetobacter sp. RUH2624	575564	periphery	Refseq	not available
Acinetobacter baumannii ATCC 19606	575584	periphery	Refseq	not available
Acinetobacter johnsonii SH046	575586	periphery	Refseq	not available
Acinetobacter junii SH205	575587	periphery	Refseq	not available
Acinetobacter lwoffii SH145	575588	periphery	Refseq	not available
